Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,IPS,Touchscreen,Cpu_speed,HDD,SSD,ppi
Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.8,109312,0,0,1.8,1000,128,127
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.2,42500,0,0,2.0,0,256,141
HP,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,69110,1,0,1.6,500,0,141
Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.18,62888,0,0,2.5,1000,0,141
Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.24,54082,0,0,2.5,1000,0,141
Dell,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows 10,2.67,76480,0,1,1.6,0,256,141
Asus,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows 10,1.1,143484,0,1,1.8,0,1024,166
Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.2,44701,0,0,2.5,1000,0,141
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,97443,0,0,1.8,1000,0,127
Lenovo,Notebook,Intel Core i7,8,Intel UHD,Windows 10,2.05,84234,0,0,1.8,0,256,141
Apple,Ultrabook,Intel Core i5,8,Intel Iris,Mac OS,1.37,187506,1,0,2.9,0,512,227
Asus,Gaming,AMD Ryzen Series,16,AMD Radeon,Windows 10,3.2,148270,0,0,3.0,1000,256,127
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Others,2.14,70361,0,0,1.8,0,256,141
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.36,239204,0,1,2.6,0,512,210
Toshiba,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,77725,0,0,2.5,500,0,100
Dell,Notebook,Intel Core i7,12,Intel HD,Windows 10,2.3,68255,0,0,2.7,1000,0,100
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Others,2.8,105196,0,0,1.8,1000,128,127
Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,71311,1,0,1.8,1000,0,141
Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.8,46807,0,0,2.0,1000,0,106
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.8,81266,0,0,1.8,2000,0,127
Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Windows 10,2.8,82223,0,0,2.7,1000,128,106
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Others,2.25,40968,0,0,2.0,1000,0,141
Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.5,79352,1,0,2.5,0,256,141
Lenovo,Notebook,Intel Core i5,6,Intel HD,Windows 10,2.2,55422,0,0,2.5,0,256,141
Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,3.0,91030,1,0,1.8,0,256,141
Acer,Notebook,Intel Core i7,12,Intel HD,Windows 10,2.15,63079,1,1,2.7,1000,0,141
Lenovo,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.95,105005,1,0,2.7,0,256,141
Asus,Ultrabook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.7,93518,0,0,2.5,0,256,141
Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.5,112854,1,0,2.8,1000,256,141
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,No OS,2.2,63080,0,0,2.7,1000,0,141
Acer,Notebook,Intel Celeron,2,Intel HD,Linux/Others,2.19,19048,0,0,1.5,0,16,100
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.0,113620,0,0,2.8,1000,0,127
HP,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.54,46807,0,0,2.0,1000,0,106
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.0,175072,0,0,2.8,0,256,141
Lenovo,Notebook,Intel Core i5,8,Intel UHD,Windows 10,2.05,70737,0,0,1.6,0,256,141
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.2,124340,1,0,2.8,1000,0,141
Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Others,2.5,93710,0,0,2.8,0,256,141
Dell,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 10,3.42,276139,0,0,2.9,0,256,127
Lenovo,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.4,47764,0,0,2.4,1000,0,141
Asus,Ultrabook,Intel Core i7,16,Nvidia GeForce,Windows 10,1.63,140517,0,0,2.7,0,512,141
Asus,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.3,48721,0,0,2.4,0,128,112
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,203118,0,0,2.8,1000,256,127
Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Windows 10,2.8,62122,0,0,2.5,1000,0,106
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,No OS,2.2,52550,0,0,2.5,2000,0,100
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,121086,0,0,2.8,1000,128,141
Lenovo,Notebook,Intel Pentium,4,Intel HD,No OS,2.2,34458,0,0,1.1,1000,0,100
HP,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.28,189047,0,1,2.8,0,256,166
Toshiba,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,99836,1,0,2.5,0,256,141
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.3,78395,0,0,2.5,1000,128,141
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.86,44893,0,0,2.0,1000,0,141
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.1,95624,1,0,2.5,0,256,166
Dell,Ultrabook,Intel Core i7,16,Intel UHD,Windows 10,1.21,239204,1,1,1.8,0,1000,331
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.8,200916,1,0,2.8,1000,256,141
Acer,Notebook,AMD A-Series,8,AMD Radeon,Windows 10,2.23,44893,0,0,2.2,0,256,141
Asus,2 in 1 Convertible,Intel Celeron,2,Intel HD,Windows 10,1.1,26323,0,1,1.1,0,0,135
Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.33,80788,0,0,1.6,1000,128,141
HP,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Windows 10,1.29,234418,1,1,1.8,0,1000,331
Lenovo,Notebook,Intel Celeron,4,Intel HD,Linux/Others,1.45,44022,0,0,1.6,0,0,118
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.95,93806,0,0,2.5,0,256,157
Acer,Notebook,Intel Pentium,4,Intel HD,Windows 10,1.4,46424,0,0,1.6,0,0,135
HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.48,123670,0,0,2.7,0,256,157
Lenovo,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.79,56379,0,0,2.5,1000,0,106
Asus,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.0,104718,0,0,2.7,0,256,157
HP,Notebook,Intel Core i7,8,Intel UHD,Windows 10,2.1,86339,1,0,1.8,1000,0,100
Acer,Notebook,AMD A-Series,8,AMD Radeon,Windows 10,2.2,63079,0,0,2.7,0,256,100
Lenovo,Notebook,Intel Celeron,4,Intel HD,Windows 10,1.44,27950,0,0,1.1,0,0,112
Acer,Notebook,Intel Core i5,6,Intel HD,Windows 10,2.23,52550,0,0,2.5,1000,0,100
Asus,Ultrabook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.7,100496,0,0,2.7,0,256,141
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.26,127786,0,0,2.7,0,256,176
Dell,Notebook,Intel Core i7,32,Nvidia GeForce,Windows 10,2.06,252605,0,1,2.8,0,1000,282
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,114768,0,0,2.8,1000,256,127
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.0,90264,1,0,2.5,0,256,141
Asus,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.0,127690,0,0,2.7,1000,256,157
Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.85,42978,0,0,2.0,1000,0,141
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,95624,0,0,2.8,0,256,141
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.48,121373,0,0,2.6,0,256,157
Dell,Ultrabook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.9,100410,1,0,1.6,1000,128,141
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.84,109504,0,0,2.5,0,256,141
Asus,Notebook,Intel Celeron,4,Intel HD,Linux/Others,2.0,26322,0,0,1.1,1000,0,100
Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.0,109384,0,0,1.6,0,256,141
Dell,Notebook,Intel Celeron,4,Intel HD,Linux/Others,2.2,26313,0,0,1.6,500,0,100
Lenovo,Notebook,AMD A-Series,12,AMD Radeon,Windows 10,2.2,86052,0,0,3.6,2000,0,141
HP,Notebook,Intel Core i3,8,Nvidia GeForce,Windows 10,2.1,68536,1,0,2.4,1000,0,141
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Windows 10,1.4,200916,1,1,1.8,0,512,317
Dell,Ultrabook,Intel Core i7,8,Intel UHD,Windows 10,1.2,151142,0,0,1.8,0,256,166
Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,108068,1,0,2.8,2000,256,141
HP,Notebook,Intel Celeron,2,Intel HD,Windows 10,1.44,26706,0,0,1.6,0,0,112
Dell,Ultrabook,Intel Core i7,16,Intel UHD,Windows 10,1.88,153914,0,0,1.9,0,768,141
Asus,2 in 1 Convertible,Intel Celeron,4,Intel HD,Windows 10,1.5,35895,0,1,1.1,0,0,135
Dell,Ultrabook,Intel Core i5,8,AMD Radeon,Windows 10,1.9,63462,0,0,1.6,1000,0,141
Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.06,194065,0,1,2.8,0,512,282
HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.84,124819,0,0,2.7,0,256,141
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,134869,0,0,2.8,1000,128,127
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.6,166387,0,0,2.8,0,256,141
Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,134295,1,0,2.5,0,512,141
Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.02,92935,0,0,1.8,2000,128,141
Lenovo,Notebook,Intel Celeron,4,Intel HD,No OS,2.2,30821,0,0,1.1,1000,0,100
Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.65,95624,0,0,2.5,1000,0,141
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.36,53351,0,1,2.5,2000,0,100
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.36,136592,0,0,2.6,0,256,157
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.86,42021,0,0,2.0,500,0,100
Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.0,90455,0,0,2.5,0,256,157
Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Windows 10,2.8,68823,0,0,2.5,1000,128,106
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.86,61165,0,0,2.5,1000,0,141
Lenovo,Notebook,Intel Core i3,8,Nvidia GeForce,No OS,2.2,47764,0,0,2.0,0,256,100
HP,Notebook,Intel Pentium,8,Intel HD,Windows 10,2.04,37235,0,0,1.6,2000,0,100
Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.8,103856,0,0,1.6,1000,128,127
Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.4,77437,1,0,2.5,1000,128,141
Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.33,86052,0,0,2.7,0,256,141
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,167510,1,0,2.7,0,256,157
Asus,2 in 1 Convertible,Intel Core i7,12,Nvidia GeForce,Windows 10,2.26,105196,0,1,2.7,2000,512,141
Acer,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,2.1,40777,0,0,3.0,0,128,100
Asus,Gaming,AMD Ryzen Series,16,AMD Radeon,Windows 10,3.25,210488,1,0,3.0,1000,256,127
Lenovo,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,2.6,46807,0,0,2.2,0,128,106
Dell,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows 10,1.62,83182,0,1,1.8,0,256,166
HP,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,1.91,46806,0,0,3.0,0,256,141
Lenovo,Netbook,Intel Celeron,4,Intel HD,Windows 10,1.59,52933,1,0,1.1,0,128,135
Dell,Notebook,Intel Celeron,4,Intel HD,Windows 10,1.8,29577,0,0,1.6,500,0,100
Asus,Notebook,Intel Celeron,4,Intel HD,Windows 10,1.5,27376,0,0,1.1,0,0,112
Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Others,2.4,80979,0,0,2.8,1000,0,141
HP,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.35,114003,1,0,2.8,1000,128,127
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.85,38623,0,0,2.0,0,128,141
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.3,158417,1,0,2.8,1000,128,141
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.5,105196,1,0,2.5,0,256,157
Asus,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.1,167405,0,1,2.7,0,512,166
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.13,218433,1,0,2.7,0,512,210
Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.5,52550,1,0,2.4,0,128,166
Dell,Workstation,Intel Core i5,8,AMD FirePro,Windows 10,2.23,131041,0,0,2.6,500,0,141
Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.0,204362,1,0,2.7,0,256,141
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.42,240161,0,1,2.7,0,512,210
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.0,99453,0,0,2.8,1000,0,127
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.0,152291,0,0,2.8,1000,256,127
Acer,Notebook,Intel Core i5,12,Nvidia GeForce,Windows 10,2.2,66429,1,0,1.6,1000,0,100
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,129126,0,0,2.8,0,256,127
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Others,2.33,74553,0,0,2.7,0,256,141
HP,Ultrabook,AMD A-Series,4,AMD Radeon,Windows 10,1.91,47764,0,0,3.0,0,256,141
Lenovo,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.1,117693,1,0,1.8,0,256,141
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,89785,1,0,2.5,0,256,157
Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,1.78,259593,0,1,2.8,0,256,282
Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.13,251265,1,0,2.7,0,1000,210
Lenovo,Notebook,Intel Celeron,4,Intel HD,Windows 10,2.2,29290,0,0,1.1,1000,0,100
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.9,146356,0,0,2.8,1000,256,127
Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.1,109552,1,0,1.6,1000,256,141
Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux/Others,2.5,84138,0,0,2.8,0,256,141
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.8,215274,0,0,2.8,1000,256,127
Asus,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.1,179284,0,0,2.7,0,512,157
Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.2,167223,0,0,2.5,0,512,166
Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,160810,0,0,2.8,0,512,157
Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.2,39149,0,0,2.0,500,0,141
Lenovo,Notebook,Intel Celeron,2,Intel HD,Windows 10,1.15,29142,0,0,1.1,0,0,135
Lenovo,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.67,184261,0,0,2.8,0,512,141
Lenovo,Ultrabook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.7,185984,1,0,2.8,0,512,210
HP,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.1,44893,0,0,2.0,1000,0,141
Acer,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.6,75524,1,1,2.5,0,256,166
Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.27,88828,1,1,2.5,0,256,166
Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux/Others,2.3,57327,0,0,2.5,0,256,141
Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.65,65951,0,0,2.0,0,128,118
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.43,143580,0,0,2.5,0,256,157
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.14,51684,0,0,2.5,1000,0,100
Lenovo,Ultrabook,Intel Core i7,8,AMD Radeon,Windows 10,1.75,116336,1,0,1.8,0,256,157
Lenovo,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Windows 10,2.0,181772,1,1,2.8,0,512,282
HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.31,136592,0,0,2.9,0,256,141
Asus,Notebook,Intel Core i3,8,Nvidia GeForce,Linux/Others,2.3,57145,0,0,2.4,1000,0,141
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.42,267920,1,0,2.9,1000,256,170
Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,110939,1,0,2.8,1000,128,141
Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.02,109351,0,0,1.8,2000,256,141
Dell,Ultrabook,Intel Core i7,8,Intel HD,Linux/Others,1.6,105196,0,0,2.8,0,256,157
HP,Gaming,Intel Core i7,12,Nvidia GeForce,Windows 10,3.35,191344,0,0,2.8,1000,256,127
Lenovo,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.4,96677,1,0,2.7,0,256,166
Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.7,57336,1,0,2.7,0,128,157
Lenovo,Workstation,Intel Core i7,16,Nvidia GeForce,Windows 10,2.3,234035,1,0,2.8,0,512,282
Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Windows 10,2.5,234418,0,0,2.9,0,512,141
Asus,Gaming,AMD Ryzen Series,8,AMD Radeon,Windows 10,3.2,162245,0,0,3.2,1000,256,127
HP,Notebook,Intel Celeron,4,Intel HD,Windows 10,2.1,33215,0,0,1.6,500,0,100
Lenovo,Ultrabook,Intel Core i7,24,Intel HD,Windows 10,1.32,228005,0,0,2.7,0,512,210
Asus,Notebook,Intel Core i5,4,Intel HD,Linux/Others,2.0,53507,0,0,2.5,0,256,141
Lenovo,Notebook,AMD A-Series,8,AMD Radeon,Windows 10,2.8,49679,0,0,2.5,1000,0,106
Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.2,71694,0,0,1.6,0,256,141
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.36,136784,1,0,2.5,0,256,176
Lenovo,Notebook,Intel Pentium,4,Intel HD,Windows 10,2.2,33406,0,0,1.1,0,128,141
HP,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,105196,1,0,2.8,1000,128,141
Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.64,112854,0,0,2.8,0,256,157
Acer,Notebook,Intel Core i5,4,Intel HD,Linux/Others,2.4,42289,0,0,2.5,500,0,100
Dell,Workstation,Intel Xeon,8,Nvidia Quadro,Windows 10,2.23,190770,0,0,3.0,1000,0,141
MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,98375,0,0,2.5,0,256,141
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.91,56379,0,0,2.5,0,128,100
Dell,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 10,2.17,189047,1,0,2.7,0,256,141
HP,Workstation,Intel Core i7,8,Intel HD,Windows 10,2.31,146834,1,0,2.9,0,512,141
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.65,128743,0,0,2.5,0,256,157
Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.36,93710,0,0,1.8,1000,128,141
Dell,2 in 1 Convertible,Intel Pentium,4,Intel HD,Windows 10,1.47,45850,0,1,1.6,500,0,135
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,4.42,195843,1,0,2.7,1000,0,127
HP,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.5,61251,0,0,2.0,0,256,106
Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,2.23,52072,0,0,2.0,1000,0,141
Acer,Netbook,Intel Celeron,4,Intel HD,Windows 10,1.4,41638,0,0,1.6,0,128,135
Asus,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.37,71694,0,0,2.5,1000,0,141
Lenovo,Notebook,Intel Core i7,8,AMD Radeon,No OS,1.5,76480,1,0,2.7,0,512,157
Lenovo,Notebook,Intel Core i7,8,Nvidia Quadro,Windows 10,2.67,200055,0,0,2.9,0,256,141
Asus,Notebook,Intel Pentium,4,Intel HD,Windows 10,2.0,29099,0,0,1.1,500,0,100
Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,2.2,44893,0,0,2.0,500,0,100
Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.02,72651,0,0,1.6,2000,0,141
HP,Gaming,Intel Core i7,12,Nvidia GeForce,Windows 10,3.78,162628,1,0,2.8,1000,0,127
Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Windows 10,1.4,177848,1,0,2.6,0,256,210
HP,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows 10,1.29,191344,1,1,1.8,0,512,331
HP,Notebook,Intel Core i5,8,AMD FirePro,Windows 10,1.9,110461,0,0,2.5,500,0,141
Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows 10,1.42,176302,0,1,1.6,0,256,166
Asus,Notebook,Intel Core i7,12,Intel HD,Windows 10,2.06,124340,1,0,2.6,1000,128,282
Dell,Notebook,Intel Core i3,8,Intel HD,Windows 10,1.79,70833,0,0,2.3,0,128,112
Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,1.78,230494,0,0,2.8,0,256,141
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.7,130562,0,0,2.5,0,180,157
Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.2,64611,0,0,1.6,1000,0,141
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.05,160044,1,0,2.5,0,256,166
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.16,120799,1,0,1.8,0,512,141
Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.18,56149,0,0,2.4,1000,0,100
HP,Notebook,Intel Core i5,4,Intel UHD,Windows 10,1.49,69493,1,0,1.6,0,128,166
Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.3,54082,0,0,2.0,0,128,100
Lenovo,Notebook,Intel Core i5,8,Intel UHD,Windows 10,1.75,100410,1,0,1.6,0,256,157
Dell,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 10,2.17,223793,1,0,2.7,0,512,141
Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.06,181772,0,0,2.8,0,512,141
Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.36,172105,1,0,2.7,0,512,176
Asus,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,0.91,186654,0,0,2.7,0,512,176
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.3,96868,1,0,2.5,0,256,141
Toshiba,Ultrabook,Intel Core i7,32,Intel HD,Windows 10,1.05,267920,0,1,2.7,0,512,166
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,1.99,129222,0,0,2.8,1000,128,141
Acer,Notebook,AMD A-Series,8,AMD Radeon,Windows 10,2.2,55422,0,0,2.5,1000,0,100
Asus,Gaming,Intel Core i7,24,Nvidia GeForce,Windows 10,4.33,121469,1,1,2.6,1000,256,127
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.3,105196,1,0,2.3,0,180,125
Lenovo,Notebook,Intel Core i7,8,Intel UHD,Windows 10,2.17,86043,0,0,1.8,0,256,141
HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.48,167414,0,0,2.8,0,1000,157
Lenovo,Notebook,Intel Core i3,8,Intel HD,Windows 10,1.4,90838,1,0,2.4,0,256,166
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,87201,1,0,2.5,0,256,141
Asus,Netbook,Intel Celeron,4,Intel HD,Windows 10,1.2,32545,0,0,1.1,0,0,135
HP,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,1.91,59250,0,0,2.5,0,256,100
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows 10,1.4,153056,1,1,1.6,0,256,158
Lenovo,Notebook,Intel Celeron,4,Intel HD,Windows 10,2.1,28620,0,0,1.1,500,0,112
Lenovo,Netbook,Intel Celeron,4,Intel HD,Linux/Others,1.25,25366,0,0,1.6,0,16,135
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.44,90838,0,0,2.5,0,256,166
Asus,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.0,117161,0,0,2.7,1000,256,141
Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Windows 10,2.2,58676,1,0,1.6,1000,0,141
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.34,126638,1,0,2.7,0,512,166
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,No OS,2.4,109982,1,0,2.8,1000,256,141
Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.29,86052,1,1,2.5,0,128,166
Acer,Notebook,Intel Core i7,4,Nvidia GeForce,Windows 10,2.2,61165,0,0,2.7,500,0,141
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,80022,0,0,2.5,1000,0,141
Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.2,116706,0,0,1.8,2000,256,141
Asus,Netbook,Intel Celeron,2,Intel HD,Windows 10,1.1,23451,0,0,1.1,0,0,135
HP,Notebook,Intel Core i5,4,Intel UHD,Windows 10,2.04,49915,0,1,1.6,1000,0,100
Asus,Gaming,Intel Core i7,24,Nvidia GeForce,Windows 10,2.24,284097,0,0,2.8,0,512,141
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.04,85095,0,0,2.5,0,256,141
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.0,143963,0,0,2.8,1000,256,127
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.2,133912,1,0,2.8,1000,256,141
